code_service_ch,reference_document,art_cgi_1,art_cgi_2,art_cgi_3,art_cgi_4,art_cgi_5,numero_disposition,date_mutation,nature_mutation,valeur_fonciere,adresse_numero,btq,type_voie,code_voie,voie,code_postal,nom_commune,code_departement,code_commune,prefixe_section,section,numero_plan,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,id_local,surface_reelle_bati,nombre_pieces_principales,nature_culture,nature_culture_speciale,surface_terrain,millesime
,,,,,,,000001,2023-09-04,Vente,"236792,00",6,,RUE,0105,JEAN LENOIR,60350,PIERREFONDS,60,491,,B,550,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,263,2023
,,,,,,,000001,2023-08-30,Vente,"426000,00",1,,RUE,0175,PISSELOTTE,60350,PIERREFONDS,60,491,,B,1069,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,710,2023
,,,,,,,000001,2023-08-30,Vente,"426000,00",1,,RUE,0175,PISSELOTTE,60350,PIERREFONDS,60,491,,B,1069,,,,,,,,,,,,0,2,Appartement,,59,3,S,,710,2023
,,,,,,,000001,2023-08-30,Vente,"426000,00",1,,RUE,0175,PISSELOTTE,60350,PIERREFONDS,60,491,,B,1069,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,710,2023
,,,,,,,000001,2023-08-30,Vente,"426000,00",1,,RUE,0175,PISSELOTTE,60350,PIERREFONDS,60,491,,B,1069,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,710,2023
,,,,,,,000001,2023-08-30,Vente,"426000,00",1,,RUE,0175,PISSELOTTE,60350,PIERREFONDS,60,491,,B,1069,,,,,,,,,,,,0,2,Appartement,,48,2,S,,710,2023
,,,,,,,000001,2023-08-30,Vente,"426000,00",1,,RUE,0175,PISSELOTTE,60350,PIERREFONDS,60,491,,B,1069,,,,,,,,,,,,0,2,Appartement,,92,4,S,,710,2023
,,,,,,,000001,2023-08-17,Vente,"1850,00",,,,B057,PALESNE,60350,PIERREFONDS,60,491,,E,550,,,,,,,,,,,,0,,,,,,BT,,995,2023
,,,,,,,000001,2023-07-21,Vente,"389800,00",2,,RUE,0105,JEAN LENOIR,60350,PIERREFONDS,60,491,,B,547,,,,,,,,,,,,0,1,Maison,,130,4,S,,937,2023
,,,,,,,000001,2023-07-20,Vente,"270000,00",7,,RUE,0145,DU MONT BERNY,60350,PIERREFONDS,60,491,,B,689,,,,,,,,,,,,0,1,Maison,,116,7,S,,682,2023
,,,,,,,000001,2023-07-20,Vente,"270000,00",7,,RUE,0145,DU MONT BERNY,60350,PIERREFONDS,60,491,,B,689,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,682,2023
,,,,,,,000001,2023-06-23,Vente,"267700,00",15,,RUE,0090,DU HUIT MAI 1945,60350,PIERREFONDS,60,491,,B,2473,2,,,,,,,,,,,0,,,,,,,,,2023
,,,,,,,000001,2023-06-23,Vente,"267700,00",15,,RUE,0090,DU HUIT MAI 1945,60350,PIERREFONDS,60,491,,B,2474,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,163,2023
,,,,,,,000001,2023-06-23,Vente,"267700,00",15,,RUE,0090,DU HUIT MAI 1945,60350,PIERREFONDS,60,491,,B,2473,3,,,,,,,,,,,0,,,,,,,,,2023
,,,,,,,000001,2023-06-23,Vente,"267700,00",,,,B079,RUELLE BELLUN,60350,PIERREFONDS,60,491,,B,2475,,,,,,,,,,,,0,,,,,,S,,64,2023
,,,,,,,000001,2023-06-16,Vente,"302000,00",,,RUE,0150,DE MORIENVAL,60350,PIERREFONDS,60,491,,E,1193,,,,,,,,,,,,0,,,,,,S,,57,2023
,,,,,,,000001,2023-06-16,Vente,"302000,00",,,,B057,PALESNE,60350,PIERREFONDS,60,491,,E,567,,,,,,,,,,,,0,,,,,,T,,840,2023
,,,,,,,000001,2023-06-16,Vente,"302000,00",6,,CHEM,0046,DU DIABLE,60350,PIERREFONDS,60,491,,E,566,,,,,,,,,,,,0,1,Maison,,150,4,S,,421,2023
,,,,,,,000001,2023-06-16,Vente,"302000,00",6,,CHEM,0046,DU DIABLE,60350,PIERREFONDS,60,491,,E,566,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,421,2023
,,,,,,,000001,2023-06-16,Vente,"302000,00",563,,,B057,PALESNE,60350,PIERREFONDS,60,491,,E,1194,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,516,2023
,,,,,,,000001,2023-05-16,Vente,"925000,00",5,,RUE,0005,DE L ARMISTICE,60350,PIERREFONDS,60,491,,B,340,,,,,,,,,,,,0,2,Appartement,,81,3,S,,426,2023
,,,,,,,000001,2023-05-16,Vente,"925000,00",5,,RUE,0005,DE L ARMISTICE,60350,PIERREFONDS,60,491,,B,340,,,,,,,,,,,,0,2,Appartement,,90,4,S,,426,2023
,,,,,,,000001,2023-05-16,Vente,"925000,00",5,,RUE,0005,DE L ARMISTICE,60350,PIERREFONDS,60,491,,B,340,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,426,2023
,,,,,,,000001,2023-05-16,Vente,"925000,00",5,,RUE,0005,DE L ARMISTICE,60350,PIERREFONDS,60,491,,B,340,,,,,,,,,,,,0,2,Appartement,,60,2,S,,426,2023
,,,,,,,000001,2023-05-16,Vente,"268500,00",,,,B038,FONTENOY,60350,PIERREFONDS,60,491,,B,760,,,,,,,,,,,,0,,,,,,J,POTAG,627,2023
,,,,,,,000001,2023-05-16,Vente,"925000,00",5,,RUE,0005,DE L ARMISTICE,60350,PIERREFONDS,60,491,,B,340,,,,,,,,,,,,0,2,Appartement,,56,2,S,,426,2023
,,,,,,,000001,2023-05-16,Vente,"925000,00",5,,RUE,0005,DE L ARMISTICE,60350,PIERREFONDS,60,491,,B,340,,,,,,,,,,,,0,2,Appartement,,90,4,S,,426,2023
,,,,,,,000001,2023-05-16,Vente,"925000,00",,,,B087,LE TOUR DE LA BUTTE DE SAB,60350,PIERREFONDS,60,491,,B,341,,,,,,,,,,,,0,,,,,,BT,,1250,2023
,,,,,,,000001,2023-05-16,Vente,"925000,00",,,,B078,RUE MELAINE,60350,PIERREFONDS,60,491,,B,703,,,,,,,,,,,,0,,,,,,J,POTAG,1256,2023
,,,,,,,000001,2023-05-16,Vente,"925000,00",5,,RUE,0005,DE L ARMISTICE,60350,PIERREFONDS,60,491,,B,340,,,,,,,,,,,,0,2,Appartement,,75,3,S,,426,2023
,,,,,,,000001,2023-05-16,Vente,"925000,00",5,,RUE,0005,DE L ARMISTICE,60350,PIERREFONDS,60,491,,B,340,,,,,,,,,,,,0,2,Appartement,,60,3,S,,426,2023
,,,,,,,000001,2023-05-16,Vente,"268500,00",11,,RUE,0060,DE FONTENOY,60350,PIERREFONDS,60,491,,B,759,,,,,,,,,,,,0,1,Maison,,130,4,S,,620,2023
,,,,,,,000001,2023-04-27,Vente,"47648,00",,,,B060,LA PETITE FERME DE PALESNE,60350,PIERREFONDS,60,491,,E,235,,,,,,,,,,,,0,,,,,,L,FRICH,576,2023
,,,,,,,000001,2023-04-27,Vente,"47648,00",,,,B053,LE MONT MOYEN,60350,PIERREFONDS,60,491,,ZB,24,,,,,,,,,,,,0,,,,,,T,,17740,2023
,,,,,,,000001,2023-04-27,Vente,"47648,00",,,,B054,LE MONTCONTREAU,60350,PIERREFONDS,60,491,,C,7,,,,,,,,,,,,0,,,,,,BT,,1140,2023
,,,,,,,000001,2023-04-27,Vente,"47648,00",,,,B054,LE MONTCONTREAU,60350,PIERREFONDS,60,491,,C,8,,,,,,,,,,,,0,,,,,,BT,,1095,2023
,,,,,,,000001,2023-04-27,Vente,"47648,00",,,,B054,LE MONTCONTREAU,60350,PIERREFONDS,60,491,,C,11,,,,,,,,,,,,0,,,,,,BT,,4533,2023
,,,,,,,000001,2023-04-27,Vente,"47648,00",,,,B036,LE FOND DU MONTCONTREAU,60350,PIERREFONDS,60,491,,C,16,,,,,,,,,,,,0,,,,,,BT,,18005,2023
,,,,,,,000001,2023-04-27,Vente,"47648,00",,,,B036,LE FOND DU MONTCONTREAU,60350,PIERREFONDS,60,491,,C,19,,,,,,,,,,,,0,,,,,,BT,,6700,2023
,,,,,,,000001,2023-04-27,Vente,"47648,00",,,,B036,LE FOND DU MONTCONTREAU,60350,PIERREFONDS,60,491,,C,20,,,,,,,,,,,,0,,,,,,BT,,20423,2023
,,,,,,,000001,2023-04-27,Vente,"47648,00",,,,B007,LE BOSQUET D AUTREVAL,60350,PIERREFONDS,60,491,,C,229,,,,,,,,,,,,0,,,,,,BT,,19102,2023
,,,,,,,000001,2023-04-27,Vente,"47648,00",,,,B007,LE BOSQUET D AUTREVAL,60350,PIERREFONDS,60,491,,C,231,,,,,,,,,,,,0,,,,,,BT,,1270,2023
,,,,,,,000001,2023-04-27,Vente,"47648,00",,,,B007,LE BOSQUET D AUTREVAL,60350,PIERREFONDS,60,491,,C,232,,,,,,,,,,,,0,,,,,,BT,,3300,2023
,,,,,,,000001,2023-04-27,Vente,"47648,00",,,,B007,LE BOSQUET D AUTREVAL,60350,PIERREFONDS,60,491,,C,233,,,,,,,,,,,,0,,,,,,BT,,8903,2023
,,,,,,,000001,2023-04-27,Vente,"47648,00",,,,B056,LE MUID FARIAUD,60350,PIERREFONDS,60,491,,E,407,,,,,,,,,,,,0,,,,,,BT,,2100,2023
,,,,,,,000001,2023-04-27,Vente,"47648,00",,,,B064,LE POMMELOTIER,60350,PIERREFONDS,60,491,,E,345,,,,,,,,,,,,0,,,,,,P,,3155,2023
,,,,,,,000001,2023-04-27,Vente,"47648,00",,,,B034,LE FOND DE L ESSART,60350,PIERREFONDS,60,491,,E,377,,,,,,,,,,,,0,,,,,,L,FRICH,575,2023
,,,,,,,000001,2023-04-27,Vente,"47648,00",,,,B034,LE FOND DE L ESSART,60350,PIERREFONDS,60,491,,E,378,,,,,,,,,,,,0,,,,,,L,FRICH,538,2023
,,,,,,,000001,2023-04-27,Vente,"47648,00",,,,B034,LE FOND DE L ESSART,60350,PIERREFONDS,60,491,,E,381,,,,,,,,,,,,0,,,,,,L,FRICH,681,2023
,,,,,,,000001,2023-04-27,Vente,"47648,00",,,,B034,LE FOND DE L ESSART,60350,PIERREFONDS,60,491,,E,386,,,,,,,,,,,,0,,,,,,BT,,475,2023
,,,,,,,000001,2023-04-27,Vente,"47648,00",,,,B056,LE MUID FARIAUD,60350,PIERREFONDS,60,491,,E,397,,,,,,,,,,,,0,,,,,,BT,,2060,2023
,,,,,,,000001,2023-04-27,Vente,"47648,00",,,,B039,LE FORT CHEVAL,60350,PIERREFONDS,60,491,,E,479,,,,,,,,,,,,0,,,,,,BS,,8035,2023
,,,,,,,000001,2023-04-27,Vente,"47648,00",,,,B039,LE FORT CHEVAL,60350,PIERREFONDS,60,491,,E,480,,,,,,,,,,,,0,,,,,,BS,,1988,2023
,,,,,,,000001,2023-04-27,Vente,"47648,00",,,,B081,LA SENTE DU FOUR D EN HAUT,60350,PIERREFONDS,60,491,,E,492,,,,,,,,,,,,0,,,,,,BT,,340,2023
,,,,,,,000001,2023-04-27,Vente,"47648,00",,,,B057,PALESNE,60350,PIERREFONDS,60,491,,E,683,,,,,,,,,,,,0,,,,,,J,POTAG,320,2023
,,,,,,,000001,2023-04-27,Vente,"47648,00",,,,B064,LE POMMELOTIER,60350,PIERREFONDS,60,491,,E,347,,,,,,,,,,,,0,,,,,,BT,,17026,2023
,,,,,,,000001,2023-04-20,Vente,"370000,00",7,,PL,0085,DE L HOTEL DE VILLE,60350,PIERREFONDS,60,491,,B,521,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,240,2023
,,,,,,,000001,2023-04-20,Vente,"370000,00",7,,PL,0085,DE L HOTEL DE VILLE,60350,PIERREFONDS,60,491,,B,521,,,,,,,,,,,,0,1,Maison,,108,4,S,,240,2023
,,,,,,,000001,2023-04-20,Vente,"370000,00",7,,PL,0085,DE L HOTEL DE VILLE,60350,PIERREFONDS,60,491,,B,521,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,,182,0,S,,240,2023
,,,,,,,000001,2023-04-20,Vente,"370000,00",7,,PL,0085,DE L HOTEL DE VILLE,60350,PIERREFONDS,60,491,,B,521,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,240,2023
,,,,,,,000001,2023-04-14,Vente,"180000,00",57,,RUE,0150,DE MORIENVAL,60350,PIERREFONDS,60,491,,E,650,,,,,,,,,,,,0,1,Maison,,90,5,S,,697,2023
,,,,,,,000001,2023-04-14,Vente,"180000,00",57,,RUE,0150,DE MORIENVAL,60350,PIERREFONDS,60,491,,E,650,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,697,2023
,,,,,,,000001,2023-03-31,Vente,"170000,00",,,,B051,MARTREUIL,60350,PIERREFONDS,60,491,,B,2592,1,,,,,,,,,,,0,,,,,,,,,2023
,,,,,,,000001,2023-03-31,Vente,"800,00",,,,B051,MARTREUIL,60350,PIERREFONDS,60,491,,B,2592,1,,,,,,,,,,,0,,,,,,,,,2023
,,,,,,,000001,2023-03-31,Vente,"170000,00",,,,B051,MARTREUIL,60350,PIERREFONDS,60,491,,B,1690,,,,,,,,,,,,0,,,,,,S,,91,2023
,,,,,,,000001,2023-03-31,Vente,"170000,00",35,,RUE,0060,DE FONTENOY,60350,PIERREFONDS,60,491,,B,1689,,,,,,,,,,,,0,1,Maison,,50,1,S,,92,2023
,,,,,,,000001,2023-03-27,Vente,"147000,00",46,,RUE,0095,DE L IMPERATRICE EUGENIE,60350,PIERREFONDS,60,491,,B,1472,,,,,,,,,,,,0,1,Maison,,86,5,S,,97,2023
,,,,,,,000001,2023-03-27,Vente,"147000,00",,,,B076,LA RUE DES CHIENS ROUGES,60350,PIERREFONDS,60,491,,B,1007,,,,,,,,,,,,0,,,,,,J,POTAG,1137,2023
,,,,,,,000001,2023-03-24,Vente,"195700,00",,,,B057,PALESNE,60350,PIERREFONDS,60,491,,E,1189,,,,,,,,,,,,0,,,,,,L,FRICH,262,2023
,,,,,,,000001,2023-03-24,Vente,"195700,00",,,,B057,PALESNE,60350,PIERREFONDS,60,491,,E,1187,,,,,,,,,,,,0,,,,,,J,POTAG,124,2023
,,,,,,,000001,2023-03-24,Vente,"195700,00",13,,GR,0080,GRANDE RUE,60350,PIERREFONDS,60,491,,E,1185,,,,,,,,,,,,0,1,Maison,,130,5,S,,351,2023
,,,,,,,000002,2023-03-07,Vente,"8160,00",,,SEN,0045,DU DIABLE,60350,PIERREFONDS,60,491,,B,2589,,,,,,,,,,,,0,,,,,,AB,,204,2023
,,,,,,,000001,2023-03-06,Vente,"60000,00",,,,B074,RIAUVERGNE,60350,PIERREFONDS,60,491,,B,2113,,,,,,,,,,,,0,,,,,,S,,44,2023
,,,,,,,000001,2023-03-06,Vente,"60000,00",15,,RUE,0210,SOEUR AURELIE,60350,PIERREFONDS,60,491,,B,2111,,,,,,,,,,,,0,1,Maison,,46,2,S,,281,2023
,,,,,,,000001,2023-03-06,Vente,"60000,00",9001,,RUE,0210,SOEUR AURELIE,60350,PIERREFONDS,60,491,,B,2110,,,,,,,,,,,,0,,,,,,S,,23,2023
,,,,,,,000001,2023-03-06,Vente,"60000,00",15,,RUE,0210,SOEUR AURELIE,60350,PIERREFONDS,60,491,,B,2111,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,281,2023
,,,,,,,000001,2023-02-28,Vente,"1,00",,,,B075,LE ROCHER,60350,PIERREFONDS,60,491,,B,2582,,,,,,,,,,,,0,,,,,,J,POTAG,170,2023
,,,,,,,000001,2023-02-22,Vente,"502500,00",,,,B076,LA RUE DES CHIENS ROUGES,60350,PIERREFONDS,60,491,,B,1040,,,,,,,,,,,,0,,,,,,BT,,1185,2023
,,,,,,,000001,2023-02-22,Vente,"502500,00",,,,B076,LA RUE DES CHIENS ROUGES,60350,PIERREFONDS,60,491,,B,1039,,,,,,,,,,,,0,,,,,,BT,,1090,2023
,,,,,,,000001,2023-02-22,Vente,"502500,00",,,,B076,LA RUE DES CHIENS ROUGES,60350,PIERREFONDS,60,491,,B,1042,,,,,,,,,,,,0,,,,,,BT,,1135,2023
,,,,,,,000001,2023-02-22,Vente,"502500,00",,,,B076,LA RUE DES CHIENS ROUGES,60350,PIERREFONDS,60,491,,B,1043,,,,,,,,,,,,0,,,,,,BT,,1045,2023
,,,,,,,000001,2023-02-22,Vente,"502500,00",,,,B076,LA RUE DES CHIENS ROUGES,60350,PIERREFONDS,60,491,,B,2178,,,,,,,,,,,,0,,,,,,BT,,85,2023
,,,,,,,000001,2023-02-22,Vente,"502500,00",,,,B076,LA RUE DES CHIENS ROUGES,60350,PIERREFONDS,60,491,,B,1044,,,,,,,,,,,,0,,,,,,J,POTAG,100,2023
,,,,,,,000001,2023-02-22,Vente,"502500,00",,,,B076,LA RUE DES CHIENS ROUGES,60350,PIERREFONDS,60,491,,B,1044,,,,,,,,,,,,0,,,,,,T,,380,2023
,,,,,,,000001,2023-02-22,Vente,"502500,00",,,,B076,LA RUE DES CHIENS ROUGES,60350,PIERREFONDS,60,491,,B,1045,,,,,,,,,,,,0,,,,,,BT,,1080,2023
,,,,,,,000001,2023-02-22,Vente,"502500,00",,,,B076,LA RUE DES CHIENS ROUGES,60350,PIERREFONDS,60,491,,B,1080,,,,,,,,,,,,0,,,,,,S,,210,2023
,,,,,,,000001,2023-02-22,Vente,"502500,00",,,,B076,LA RUE DES CHIENS ROUGES,60350,PIERREFONDS,60,491,,B,1986,,,,,,,,,,,,0,,,,,,J,POTAG,133,2023
,,,,,,,000001,2023-02-22,Vente,"502500,00",20,,RUE,0095,DE L IMPERATRICE EUGENIE,60350,PIERREFONDS,60,491,,B,2239,,,,,,,,,,,,0,2,Appartement,,75,3,S,,140,2023
,,,,,,,000001,2023-02-22,Vente,"502500,00",18,,RUE,0095,DE L IMPERATRICE EUGENIE,60350,PIERREFONDS,60,491,,B,1987,,,,,,,,,,,,0,1,Maison,,151,5,S,,205,2023
,,,,,,,000001,2023-02-22,Vente,"502500,00",,,,B076,LA RUE DES CHIENS ROUGES,60350,PIERREFONDS,60,491,,B,2180,,,,,,,,,,,,0,,,,,,BT,,62,2023
,,,,,,,000001,2023-02-22,Vente,"502500,00",,,,B076,LA RUE DES CHIENS ROUGES,60350,PIERREFONDS,60,491,,B,2181,,,,,,,,,,,,0,,,,,,J,POTAG,169,2023
,,,,,,,000001,2023-02-22,Vente,"502500,00",,,,B076,LA RUE DES CHIENS ROUGES,60350,PIERREFONDS,60,491,,B,2182,,,,,,,,,,,,0,,,,,,T,,194,2023
,,,,,,,000001,2023-02-22,Vente,"502500,00",,,,B076,LA RUE DES CHIENS ROUGES,60350,PIERREFONDS,60,491,,B,2183,,,,,,,,,,,,0,,,,,,BT,,756,2023
,,,,,,,000001,2023-02-22,Vente,"502500,00",,,,B076,LA RUE DES CHIENS ROUGES,60350,PIERREFONDS,60,491,,B,2184,,,,,,,,,,,,0,,,,,,S,,15,2023
,,,,,,,000001,2023-02-22,Vente,"502500,00",,,,B076,LA RUE DES CHIENS ROUGES,60350,PIERREFONDS,60,491,,B,2238,,,,,,,,,,,,0,,,,,,S,,25,2023
,,,,,,,000001,2023-02-22,Vente,"502500,00",,,,B076,LA RUE DES CHIENS ROUGES,60350,PIERREFONDS,60,491,,B,1041,,,,,,,,,,,,0,,,,,,BT,,1535,2023
,,,,,,,000001,2023-02-22,Vente,"502500,00",20,,RUE,0095,DE L IMPERATRICE EUGENIE,60350,PIERREFONDS,60,491,,B,2239,,,,,,,,,,,,0,2,Appartement,,45,2,S,,140,2023
,,,,,,,000001,2023-02-03,Vente,"243000,00",19,,RUE,0095,DE L IMPERATRICE EUGENIE,60350,PIERREFONDS,60,491,,B,1096,,,,,,,,,,,,0,1,Maison,,93,5,S,,436,2023
,,,,,,,000001,2023-01-14,Vente,"1800,00",,,,B057,PALESNE,60350,PIERREFONDS,60,491,,E,549,,,,,,,,,,,,0,,,,,,BT,,865,2023
,,,,,,,000001,2023-01-11,Vente,"42000,00",,,,B057,PALESNE,60350,PIERREFONDS,60,491,,E,914,,,,,,,,,,,,0,,,,,,P,,1001,2023
